Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
000680,KOSPI,LS네트웍스,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대",1973-11-15,12월,"구자용,문성준(각자 대표이사)",http://www.lsnetworks.co.kr,경상남도
229640,KOSPI,LS전선아시아,기타 금융업,,2016-09-22,12월,권영일,http://www.lscnsasia.co.kr,경기도
023150,KOSPI,MH에탄올,알코올음료 제조업,"주정,탄산가스 제조",1996-12-24,12월,윤현의,http://www.mhethanol.com,경상남도
035420,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,한성숙,http://www.navercorp.com,경기도
55F902,KOSPI,NHF902삼성전자콜,,,,,,,
55F905,KOSPI,NHF905삼성전자콜,,,,,,,
55F910,KOSPI,NHF910SK하이닉콜,,,,,,,
55F918,KOSPI,NHF918LG화학콜,,,,,,,
55F920,KOSPI,NHF920LG화학콜,,,,,,,
55FA15,KOSPI,NHFA15삼성전자콜,,,,,,,
55FA18,KOSPI,NHFA18삼성전자콜,,,,,,,
55FA20,KOSPI,NHFA20삼성전자콜,,,,,,,
55FA29,KOSPI,NHFA29SK하이닉콜,,,,,,,
55FA32,KOSPI,NHFA32SK하이닉콜,,,,,,,
55FA39,KOSPI,NHFA39SK하이닉콜,,,,,,,
55FA45,KOSPI,NHFA45현대차콜,,,,,,,
55FA50,KOSPI,NHFA50현대차콜,,,,,,,
55FA56,KOSPI,NHFA56신한지주콜,,,,,,,
55FA57,KOSPI,NHFA57신한지주콜,,,,,,,
55FA62,KOSPI,NHFA62하나금융콜,,,,,,,
55FA63,KOSPI,NHFA63하나금융콜,,,,,,,
55FA66,KOSPI,NHFA66하나금융콜,,,,,,,
55FA69,KOSPI,NHFA69KB금융콜,,,,,,,
55FA70,KOSPI,NHFA70KB금융콜,,,,,,,
55FA74,KOSPI,NHFA74SK텔레콤콜,,,,,,,
55FA76,KOSPI,NHFA76SK텔레콤풋,,,,,,,
55FA81,KOSPI,NHFA81고려아연콜,,,,,,,
55FB08,KOSPI,NHFB08삼성전자콜,,,,,,,
55FB11,KOSPI,NHFB11삼성전자콜,,,,,,,
55FB17,KOSPI,NHFB17삼성전자풋,,,,,,,
55FB36,KOSPI,NHFB36신한지주콜,,,,,,,
55FB49,KOSPI,NHFB49한국전력콜,,,,,,,
55FB83,KOSPI,NHFB83KOSPI200풋,,,,,,,
55FC27,KOSPI,NHFC27KOSPI200콜,,,,,,,
55FC28,KOSPI,NHFC28KOSPI200콜,,,,,,,
55FC29,KOSPI,NHFC29KOSPI200콜,,,,,,,
55FC30,KOSPI,NHFC30KOSPI200콜,,,,,,,
55FC31,KOSPI,NHFC31KOSPI200콜,,,,,,,
55FC32,KOSPI,NHFC32KOSPI200콜,,,,,,,
55FC33,KOSPI,NHFC33KOSPI200콜,,,,,,,
55FC34,KOSPI,NHFC34KOSPI200콜,,,,,,,
55FC35,KOSPI,NHFC35KOSPI200콜,,,,,,,
55FC36,KOSPI,NHFC36KOSPI200콜,,,,,,,
55FC37,KOSPI,NHFC37KOSPI200콜,,,,,,,
55FC38,KOSPI,NHFC38KOSPI200콜,,,,,,,
55FC39,KOSPI,NHFC39KOSPI200콜,,,,,,,
55FC40,KOSPI,NHFC40KOSPI200콜,,,,,,,
55FC41,KOSPI,NHFC41KOSPI200풋,,,,,,,
55FC42,KOSPI,NHFC42KOSPI200풋,,,,,,,
55FC43,KOSPI,NHFC43KOSPI200풋,,,,,,,
55FC44,KOSPI,NHFC44KOSPI200풋,,,,,,,
55FC45,KOSPI,NHFC45KOSPI200풋,,,,,,,
55FC47,KOSPI,NHFC47KOSPI200풋,,,,,,,
55FC48,KOSPI,NHFC48KOSPI200풋,,,,,,,
55FC49,KOSPI,NHFC49KOSPI200풋,,,,,,,
55FC50,KOSPI,NHFC50KOSPI200풋,,,,,,,
55FC51,KOSPI,NHFC51KOSPI200풋,,,,,,,
55FC52,KOSPI,NHFC52KOSPI200풋,,,,,,,
55FC53,KOSPI,NHFC53KOSPI200풋,,,,,,,
55FC54,KOSPI,NHFC54KOSPI200콜,,,,,,,
55FC55,KOSPI,NHFC55KOSPI200콜,,,,,,,
55FC56,KOSPI,NHFC56KOSPI200콜,,,,,,,
55FC57,KOSPI,NHFC57KOSPI200콜,,,,,,,
55FC58,KOSPI,NHFC58KOSPI200콜,,,,,,,
55FC59,KOSPI,NHFC59KOSPI200콜,,,,,,,
55FC60,KOSPI,NHFC60KOSPI200콜,,,,,,,
55FC61,KOSPI,NHFC61KOSPI200콜,,,,,,,
55FC62,KOSPI,NHFC62KOSPI200콜,,,,,,,
55FC63,KOSPI,NHFC63KOSPI200콜,,,,,,,
55FC64,KOSPI,NHFC64KOSPI200콜,,,,,,,
55FC65,KOSPI,NHFC65KOSPI200콜,,,,,,,
55FC66,KOSPI,NHFC66KOSPI200콜,,,,,,,
55FC67,KOSPI,NHFC67KOSPI200콜,,,,,,,
55FC68,KOSPI,NHFC68KOSPI200콜,,,,,,,
55FC69,KOSPI,NHFC69KOSPI200콜,,,,,,,
55FC70,KOSPI,NHFC70KOSPI200콜,,,,,,,
55FC71,KOSPI,NHFC71KOSPI200콜,,,,,,,
55FC72,KOSPI,NHFC72KOSPI200콜,,,,,,,
55FC73,KOSPI,NHFC73KOSPI200콜,,,,,,,
55FC74,KOSPI,NHFC74KOSPI200콜,,,,,,,
55FC75,KOSPI,NHFC75KOSPI200콜,,,,,,,
55FC76,KOSPI,NHFC76KOSPI200콜,,,,,,,
55FC77,KOSPI,NHFC77KOSPI200콜,,,,,,,
55FC78,KOSPI,NHFC78KOSPI200콜,,,,,,,
55FC79,KOSPI,NHFC79KOSPI200콜,,,,,,,
55FC80,KOSPI,NHFC80KOSPI200콜,,,,,,,
55FC81,KOSPI,NHFC81KOSPI200콜,,,,,,,
55FC88,KOSPI,NHFC88네이버콜,,,,,,,
55FC89,KOSPI,NHFC89네이버콜,,,,,,,
55FC90,KOSPI,NHFC90네이버콜,,,,,,,
55FC91,KOSPI,NHFC91네이버콜,,,,,,,
55FC92,KOSPI,NHFC92네이버콜,,,,,,,
55FD01,KOSPI,NHFD01기아차콜,,,,,,,
55FD02,KOSPI,NHFD02기아차콜,,,,,,,
55FD03,KOSPI,NHFD03기아차콜,,,,,,,
55FD04,KOSPI,NHFD04기아차콜,,,,,,,
55FD05,KOSPI,NHFD05기아차콜,,,,,,,
55FD06,KOSPI,NHFD06기아차콜,,,,,,,
55FD07,KOSPI,NHFD07기아차콜,,,,,,,
55FD29,KOSPI,NHFD29KOSPI200콜,,,,,,,
55FD30,KOSPI,NHFD30KOSPI200콜,,,,,,,
55FD31,KOSPI,NHFD31KOSPI200콜,,,,,,,
55FD32,KOSPI,NHFD32KOSPI200콜,,,,,,,
55FD33,KOSPI,NHFD33KOSPI200풋,,,,,,,
55FD34,KOSPI,NHFD34KOSPI200풋,,,,,,,
55FD35,KOSPI,NHFD35KOSPI200콜,,,,,,,
55FD36,KOSPI,NHFD36KOSPI200콜,,,,,,,
55FD37,KOSPI,NHFD37KOSPI200콜,,,,,,,
55FD38,KOSPI,NHFD38KOSPI200콜,,,,,,,
55FD39,KOSPI,NHFD39KOSPI200풋,,,,,,,
55FD40,KOSPI,NHFD40KOSPI200풋,,,,,,,
55FD42,KOSPI,NHFD42KOSPI200풋,,,,,,,
55FD44,KOSPI,NHFD44KOSPI200풋,,,,,,,
55FD47,KOSPI,NHFD47KOSPI200풋,,,,,,,
55FD49,KOSPI,NHFD49KOSPI200풋,,,,,,,
55FD50,KOSPI,NHFD50KOSPI200풋,,,,,,,
55FD51,KOSPI,NHFD51KOSPI200풋,,,,,,,
55FD52,KOSPI,NHFD52KOSPI200풋,,,,,,,
55FD53,KOSPI,NHFD53KOSPI200풋,,,,,,,
55FD54,KOSPI,NHFD54KOSPI200풋,,,,,,,
55FD55,KOSPI,NHFD55KOSPI200풋,,,,,,,
55FD56,KOSPI,NHFD56KOSPI200풋,,,,,,,
55FD57,KOSPI,NHFD57KOSPI200풋,,,,,,,
55FD58,KOSPI,NHFD58KOSPI200풋,,,,,,,
55FD59,KOSPI,NHFD59KOSPI200풋,,,,,,,
55FD60,KOSPI,NHFD60KOSPI200풋,,,,,,,
55FD61,KOSPI,NHFD61KOSPI200풋,,,,,,,
55FD62,KOSPI,NHFD62KOSPI200풋,,,,,,,
55FD63,KOSPI,NHFD63KOSPI200풋,,,,,,,
55FD64,KOSPI,NHFD64KOSPI200풋,,,,,,,
55FD65,KOSPI,NHFD65KOSPI200풋,,,,,,,
55FD66,KOSPI,NHFD66KOSPI200풋,,,,,,,
55FD67,KOSPI,NHFD67KOSPI200풋,,,,,,,
55FD69,KOSPI,NHFD69LG화학콜,,,,,,,
55FD70,KOSPI,NHFD70LG화학콜,,,,,,,
55FD71,KOSPI,NHFD71LG화학콜,,,,,,,
55FD74,KOSPI,NHFD74LG화학콜,,,,,,,
55FD75,KOSPI,NHFD75LG화학콜,,,,,,,
55FD79,KOSPI,NHFD79LG화학콜,,,,,,,
55FD83,KOSPI,NHFD83LG화학콜,,,,,,,
55FD87,KOSPI,NHFD87현대차콜,,,,,,,
55FD88,KOSPI,NHFD88현대차콜,,,,,,,
55FD89,KOSPI,NHFD89현대차콜,,,,,,,
55FD91,KOSPI,NHFD91현대차콜,,,,,,,
55FD92,KOSPI,NHFD92현대차콜,,,,,,,
55FD93,KOSPI,NHFD93현대차콜,,,,,,,
55FD94,KOSPI,NHFD94현대차콜,,,,,,,
55FE03,KOSPI,NHFE03카카오콜,,,,,,,
55FE06,KOSPI,NHFE06카카오콜,,,,,,,
55FE11,KOSPI,NHFE11케이티지콜,,,,,,,
55FE13,KOSPI,NHFE13케이티지콜,,,,,,,
55FE33,KOSPI,NHFE33삼성전자콜,,,,,,,
55FE34,KOSPI,NHFE34삼성전자콜,,,,,,,
55FE35,KOSPI,NHFE35삼성전자콜,,,,,,,
55FE38,KOSPI,NHFE38삼성전자콜,,,,,,,
55FE39,KOSPI,NHFE39삼성전자콜,,,,,,,
55FE40,KOSPI,NHFE40삼성전자콜,,,,,,,
55FE41,KOSPI,NHFE41삼성전자콜,,,,,,,
55FE42,KOSPI,NHFE42삼성전자콜,,,,,,,
55FE43,KOSPI,NHFE43삼성전자콜,,,,,,,
55FE44,KOSPI,NHFE44SK하이닉콜,,,,,,,
55FE45,KOSPI,NHFE45SK하이닉콜,,,,,,,
55FE46,KOSPI,NHFE46SK하이닉콜,,,,,,,
55FE47,KOSPI,NHFE47SK하이닉콜,,,,,,,
55FE48,KOSPI,NHFE48SK하이닉콜,,,,,,,
55FE49,KOSPI,NHFE49SK하이닉콜,,,,,,,
55FE50,KOSPI,NHFE50SK하이닉콜,,,,,,,
55FE51,KOSPI,NHFE51SK하이닉콜,,,,,,,
55FE53,KOSPI,NHFE53SK하이닉콜,,,,,,,
55FE54,KOSPI,NHFE54SK하이닉콜,,,,,,,
55FE55,KOSPI,NHFE55SK하이닉콜,,,,,,,
55FE56,KOSPI,NHFE56케이티지콜,,,,,,,
55FE57,KOSPI,NHFE57케이티지콜,,,,,,,
55FE58,KOSPI,NHFE58케이티지콜,,,,,,,
55FE59,KOSPI,NHFE59케이티지콜,,,,,,,
55FE60,KOSPI,NHFE60케이티지콜,,,,,,,
55FE61,KOSPI,NHFE61케이티지콜,,,,,,,
55FE63,KOSPI,NHFE63케이티지콜,,,,,,,
55FE64,KOSPI,NHFE64케이티지콜,,,,,,,
55FE65,KOSPI,NHFE65케이티지콜,,,,,,,
55FE68,KOSPI,NHFE68네이버콜,,,,,,,
55FE69,KOSPI,NHFE69네이버콜,,,,,,,
55FE70,KOSPI,NHFE70네이버콜,,,,,,,
55FE71,KOSPI,NHFE71네이버콜,,,,,,,
55FE72,KOSPI,NHFE72네이버콜,,,,,,,
55FE73,KOSPI,NHFE73네이버콜,,,,,,,
55FE74,KOSPI,NHFE74네이버콜,,,,,,,
55FE75,KOSPI,NHFE75네이버콜,,,,,,,
55FE76,KOSPI,NHFE76네이버콜,,,,,,,
55FE77,KOSPI,NHFE77네이버콜,,,,,,,
55FE78,KOSPI,NHFE78네이버콜,,,,,,,
55FE79,KOSPI,NHFE79네이버콜,,,,,,,
55FE80,KOSPI,NHFE80KOSPI200콜,,,,,,,
55FE81,KOSPI,NHFE81KOSPI200콜,,,,,,,
55FE82,KOSPI,NHFE82KOSPI200콜,,,,,,,
55FE83,KOSPI,NHFE83KOSPI200콜,,,,,,,
55FE84,KOSPI,NHFE84KOSPI200콜,,,,,,,
55FE85,KOSPI,NHFE85KOSPI200풋,,,,,,,
55FE86,KOSPI,NHFE86KOSPI200콜,,,,,,,
55FE87,KOSPI,NHFE87KOSPI200콜,,,,,,,
55FE88,KOSPI,NHFE88KOSPI200콜,,,,,,,
55FE89,KOSPI,NHFE89KOSPI200콜,,,,,,,
55FE90,KOSPI,NHFE90KOSPI200콜,,,,,,,
55FE91,KOSPI,NHFE91KOSPI200풋,,,,,,,
55FE92,KOSPI,NHFE92KOSPI200콜,,,,,,,
55FE93,KOSPI,NHFE93KOSPI200콜,,,,,,,
55FE94,KOSPI,NHFE94KOSPI200풋,,,,,,,
55FE95,KOSPI,NHFE95KOSPI200풋,,,,,,,
55FF00,KOSPI,NHFF00삼성전자콜,,,,,,,
55FF04,KOSPI,NHFF04SK하이닉콜,,,,,,,
55FF05,KOSPI,NHFF05SK하이닉콜,,,,,,,
55FF06,KOSPI,NHFF06SK하이닉콜,,,,,,,
55FF07,KOSPI,NHFF07SK하이닉콜,,,,,,,
55FF08,KOSPI,NHFF08SK하이닉콜,,,,,,,
55FF09,KOSPI,NHFF09SK하이닉콜,,,,,,,
55FF11,KOSPI,NHFF11SK하이닉콜,,,,,,,
55FF16,KOSPI,NHFF16기아차콜,,,,,,,
55FF17,KOSPI,NHFF17기아차콜,,,,,,,
55FF18,KOSPI,NHFF18기아차콜,,,,,,,
55FF19,KOSPI,NHFF19기아차콜,,,,,,,
55FF20,KOSPI,NHFF20기아차콜,,,,,,,
55FF21,KOSPI,NHFF21기아차콜,,,,,,,
55FF23,KOSPI,NHFF23기아차콜,,,,,,,
55FF24,KOSPI,NHFF24한국전력콜,,,,,,,
55FF25,KOSPI,NHFF25한국전력콜,,,,,,,
55FF26,KOSPI,NHFF26한국전력콜,,,,,,,
55FF28,KOSPI,NHFF28SK텔레콤콜,,,,,,,
55FF29,KOSPI,NHFF29SK텔레콤콜,,,,,,,
55FF30,KOSPI,NHFF30SK텔레콤콜,,,,,,,
55FF31,KOSPI,NHFF31SK텔레콤콜,,,,,,,
55FF32,KOSPI,NHFF32신한지주콜,,,,,,,
55FF33,KOSPI,NHFF33신한지주콜,,,,,,,
55FF34,KOSPI,NHFF34신한지주콜,,,,,,,
55FF35,KOSPI,NHFF35신한지주콜,,,,,,,
55FF36,KOSPI,NHFF36호텔신라콜,,,,,,,
55FF38,KOSPI,NHFF38호텔신라콜,,,,,,,
55FF40,KOSPI,NHFF40네이버콜,,,,,,,
55FF41,KOSPI,NHFF41네이버콜,,,,,,,
55FF42,KOSPI,NHFF42네이버콜,,,,,,,
55FF43,KOSPI,NHFF43네이버콜,,,,,,,
55FF44,KOSPI,NHFF44카카오콜,,,,,,,
55FF46,KOSPI,NHFF46카카오콜,,,,,,,
55FF48,KOSPI,NHFF48LG화학콜,,,,,,,
55FF50,KOSPI,NHFF50LG화학콜,,,,,,,
55FF52,KOSPI,NHFF52케이티지콜,,,,,,,
55FF53,KOSPI,NHFF53케이티지콜,,,,,,,
55FF54,KOSPI,NHFF54케이티지콜,,,,,,,
55FF56,KOSPI,NHFF56KB금융콜,,,,,,,
55FF57,KOSPI,NHFF57KB금융콜,,,,,,,
55FF58,KOSPI,NHFF58KB금융콜,,,,,,,
55G301,KOSPI,NHG301삼성전자콜,,,,,,,
55G302,KOSPI,NHG302삼성전자콜,,,,,,,
55G303,KOSPI,NHG303삼성전자콜,,,,,,,
55G304,KOSPI,NHG304삼성전자콜,,,,,,,
55G305,KOSPI,NHG305삼성전자콜,,,,,,,
55G306,KOSPI,NHG306삼성전자콜,,,,,,,
55G307,KOSPI,NHG307삼성전자풋,,,,,,,
55G308,KOSPI,NHG308삼성전자풋,,,,,,,
55G309,KOSPI,NHG309삼성전자풋,,,,,,,
55G310,KOSPI,NHG310삼성전자풋,,,,,,,
55G311,KOSPI,NHG311SK하이닉콜,,,,,,,
55G312,KOSPI,NHG312SK하이닉콜,,,,,,,
55G313,KOSPI,NHG313SK하이닉콜,,,,,,,
55G314,KOSPI,NHG314SK하이닉콜,,,,,,,
55G315,KOSPI,NHG315SK하이닉풋,,,,,,,
55G316,KOSPI,NHG316SK하이닉풋,,,,,,,
55G317,KOSPI,NHG317SK하이닉풋,,,,,,,
55G318,KOSPI,NHG318SK하이닉풋,,,,,,,
55G319,KOSPI,NHG319SK하이닉풋,,,,,,,
55G320,KOSPI,NHG320SK하이닉풋,,,,,,,
55G321,KOSPI,NHG321카카오콜,,,,,,,
55G322,KOSPI,NHG322카카오콜,,,,,,,
55G323,KOSPI,NHG323카카오콜,,,,,,,
55G324,KOSPI,NHG324카카오콜,,,,,,,
55G325,KOSPI,NHG325카카오풋,,,,,,,
55G326,KOSPI,NHG326카카오풋,,,,,,,
55G327,KOSPI,NHG327카카오풋,,,,,,,
55G328,KOSPI,NHG328카카오풋,,,,,,,
55G329,KOSPI,NHG329카카오풋,,,,,,,
55G330,KOSPI,NHG330네이버콜,,,,,,,
55G331,KOSPI,NHG331네이버콜,,,,,,,
55G332,KOSPI,NHG332네이버콜,,,,,,,
55G333,KOSPI,NHG333네이버콜,,,,,,,
55G334,KOSPI,NHG334네이버콜,,,,,,,
55G335,KOSPI,NHG335네이버풋,,,,,,,
55G336,KOSPI,NHG336네이버풋,,,,,,,
55G337,KOSPI,NHG337네이버풋,,,,,,,
55G338,KOSPI,NHG338네이버풋,,,,,,,
55G339,KOSPI,NHG339네이버풋,,,,,,,
55G340,KOSPI,NHG340현대차콜,,,,,,,
55G341,KOSPI,NHG341현대차콜,,,,,,,
55G342,KOSPI,NHG342현대차콜,,,,,,,
55G343,KOSPI,NHG343현대차콜,,,,,,,
55G344,KOSPI,NHG344현대차콜,,,,,,,
55G345,KOSPI,NHG345현대차콜,,,,,,,
55G346,KOSPI,NHG346현대차풋,,,,,,,
55G347,KOSPI,NHG347현대차풋,,,,,,,
55G348,KOSPI,NHG348현대차풋,,,,,,,
55G349,KOSPI,NHG349현대차풋,,,,,,,
55G350,KOSPI,NHG350현대차풋,,,,,,,
55G351,KOSPI,NHG351현대차풋,,,,,,,
55G352,KOSPI,NHG352기아차콜,,,,,,,
55G353,KOSPI,NHG353기아차콜,,,,,,,
55G354,KOSPI,NHG354기아차콜,,,,,,,
55G355,KOSPI,NHG355기아차풋,,,,,,,
55G356,KOSPI,NHG356기아차풋,,,,,,,
55G357,KOSPI,NHG357기아차풋,,,,,,,
55G358,KOSPI,NHG358기아차풋,,,,,,,
55G359,KOSPI,NHG359기아차풋,,,,,,,
55G360,KOSPI,NHG360기아차풋,,,,,,,
55G361,KOSPI,NHG361SK텔레콤콜,,,,,,,
55G362,KOSPI,NHG362SK텔레콤콜,,,,,,,
55G363,KOSPI,NHG363SK텔레콤콜,,,,,,,
55G364,KOSPI,NHG364SK텔레콤콜,,,,,,,
55G365,KOSPI,NHG365SK텔레콤콜,,,,,,,
55G366,KOSPI,NHG366SK텔레콤콜,,,,,,,
55G367,KOSPI,NHG367SK텔레콤풋,,,,,,,
55G368,KOSPI,NHG368SK텔레콤풋,,,,,,,
55G369,KOSPI,NHG369SK텔레콤풋,,,,,,,
55G370,KOSPI,NHG370SK텔레콤풋,,,,,,,
55G371,KOSPI,NHG371SK텔레콤풋,,,,,,,
55G372,KOSPI,NHG372SK텔레콤풋,,,,,,,
55G373,KOSPI,NHG373삼성바이콜,,,,,,,
55G374,KOSPI,NHG374삼성바이콜,,,,,,,
55G375,KOSPI,NHG375삼성바이콜,,,,,,,
55G376,KOSPI,NHG376삼성바이콜,,,,,,,
55G377,KOSPI,NHG377삼성바이콜,,,,,,,
55G378,KOSPI,NHG378삼성바이콜,,,,,,,
55G379,KOSPI,NHG379삼성바이풋,,,,,,,
55G380,KOSPI,NHG380삼성바이풋,,,,,,,
55G381,KOSPI,NHG381삼성바이풋,,,,,,,
55G382,KOSPI,NHG382삼성바이풋,,,,,,,
55G383,KOSPI,NHG383삼성바이풋,,,,,,,
55G384,KOSPI,NHG384삼성바이풋,,,,,,,
55G385,KOSPI,NHG385LG화학콜,,,,,,,
55G386,KOSPI,NHG386LG화학콜,,,,,,,
55G387,KOSPI,NHG387LG화학콜,,,,,,,
55G388,KOSPI,NHG388LG화학콜,,,,,,,
55G389,KOSPI,NHG389LG화학콜,,,,,,,
55G390,KOSPI,NHG390LG화학콜,,,,,,,
55G391,KOSPI,NHG391LG화학풋,,,,,,,
55G392,KOSPI,NHG392LG화학풋,,,,,,,
55G393,KOSPI,NHG393LG화학풋,,,,,,,
55G394,KOSPI,NHG394LG화학풋,,,,,,,
55G395,KOSPI,NHG395LG화학풋,,,,,,,
55G396,KOSPI,NHG396LG화학풋,,,,,,,
55G397,KOSPI,NHG397삼성SDI콜,,,,,,,
55G398,KOSPI,NHG398삼성SDI콜,,,,,,,
55G399,KOSPI,NHG399삼성SDI콜,,,,,,,
55G400,KOSPI,NHG400삼성SDI콜,,,,,,,
55G401,KOSPI,NHG401삼성SDI콜,,,,,,,
55G402,KOSPI,NHG402삼성SDI콜,,,,,,,
55G403,KOSPI,NHG403삼성SDI풋,,,,,,,
55G404,KOSPI,NHG404삼성SDI풋,,,,,,,
55G405,KOSPI,NHG405삼성SDI풋,,,,,,,
55G406,KOSPI,NHG406삼성SDI풋,,,,,,,
55G407,KOSPI,NHG407삼성SDI풋,,,,,,,
55G408,KOSPI,NHG408삼성SDI풋,,,,,,,
181710,KOSPI,NHN,소프트웨어 개발 및 공급업,한게임,2013-08-29,12월,정우진,http://www.nhn.com,경기도
005940,KOSPI,NH투자증권,금융 지원 서비스업,"증권업,종합금융",1975-09-30,12월,정영채,http://www.nhqv.com,서울특별시
005945,KOSPI,NH투자증권우,,,,,,,
338100,KOSPI,NH프라임리츠,부동산 임대 및 공급업,부동산 투자,2019-12-05,11월,권오성,http://www.nhreits.com,서울특별시
034310,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",2004-02-04,12월,이현석,http://www.nice.co.kr,서울특별시
008260,KOSPI,NI스틸,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매",1975-06-28,12월,배종민,http://www.hcr4u.com,서울특별시
004250,KOSPI,NPC,플라스틱제품 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매",1969-09-08,12월,최병민,http://www.npc.co.kr,경기도
004255,KOSPI,NPC우,,,,,,,
010060,KOSPI,OCI,기초 화학물질 제조업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",1985-07-09,12월,"백우석, 이우현, 김택중(3인, 각자 대표이사)",http://www.oci.co.kr,서울특별시
005490,KOSPI,POSCO,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,"대표이사 회장 최정우, 대표이사 사장 장인화",http://www.posco.co.kr,경상북도
550001,KOSPI,QV Big Vol ETN,,,,,,,
550026,KOSPI,QV KTOP30 ETN,,,,,,,
550058,KOSPI,QV S&P500 VIX S/T 선물 ETN B,,,,,,,
550002,KOSPI,QV WISE 배당 ETN,,,,,,,
550059,KOSPI,QV iSelect 글로벌 EMP ETN(H),,,,,,,
550016,KOSPI,QV 건설 TOP5 ETN,,,,,,,
550006,KOSPI,QV 내수소비 TOP5 ETN,,,,,,,
550046,KOSPI,QV 레버리지 10년 국채선물 ETN,,,,,,,
550044,KOSPI,QV 레버리지 S&P500 ETN,,,,,,,
550042,KOSPI,QV 레버리지 WTI원유 선물 ETN(H),,,,,,,
550004,KOSPI,QV 롱숏 K150 매수 로우볼 매도 ETN,,,,,,,
550041,KOSPI,QV 미국 IT TOP5 ETN(H),,,,,,,
550014,KOSPI,QV 바이오 TOP5 ETN,,,,,,,
550008,KOSPI,QV 소프트웨어 TOP5 ETN,,,,,,,
550033,KOSPI,QV 스마트리밸런싱 260/4 ETN,,,,,,,
550005,KOSPI,QV 에너지 TOP5 ETN,,,,,,,
550010,KOSPI,QV 운송 TOP5 ETN,,,,,,,
550012,KOSPI,QV 의료 TOP5 ETN,,,,,,,
550047,KOSPI,QV 인버스 레버리지 10년 국채선물 ETN,,,,,,,
550045,KOSPI,QV 인버스 레버리지 S&P500 ETN,,,,,,,
550043,KOSPI,QV 인버스 레버리지 WTI원유 선물 ETN(H),,,,,,,
550011,KOSPI,QV 자동차 TOP5 ETN,,,,,,,
550015,KOSPI,QV 제약 TOP5 ETN,,,,,,,
550007,KOSPI,QV 조선 TOP5 ETN,,,,,,,
550057,KOSPI,QV 코스피 변동성 매칭형 양매도 ETN,,,,,,,
550056,KOSPI,QV 코스피 양매도 5% OTM ETN,,,,,,,
550009,KOSPI,QV 하드웨어 TOP5 ETN,,,,,,,
550013,KOSPI,QV 화학 TOP5 ETN,,,,,,,
100840,KOSPI,S&TC,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,신경인,http://www.hisnt.com,경상남도
064960,KOSPI,S&T모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",2002-03-11,12월,김형철,http://www.sntdaewoo.com,부산광역시
003570,KOSPI,S&T중공업,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조",1976-07-08,12월,권정원,http://www.hisntd.com,경상남도
036530,KOSPI,S&T홀딩스,기타 금융업,"지배,경영지도,정리,육성",2002-10-22,12월,김도환,http://www.hisntholdings.com,서울특별시
010950,KOSPI,S-Oil,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Hussain A.Al-Qahtani,http://www.s-oil.com,서울특별시
010955,KOSPI,S-Oil우,,,,,,,
034120,KOSPI,SBS,텔레비전 방송업,"TV,라디오방송,광고",2003-06-25,12월,박정훈(단독대표),http://www.sbs.co.kr,서울특별시
101060,KOSPI,SBS미디어홀딩스,텔레비전 방송업,지주회사,2008-03-24,12월,신경렬,http://www.sbsmedia.co.kr,서울특별시
005090,KOSPI,SGC에너지,전기업,"병유리(투명유리병/칼라유리병/박카스병/쥬스병/커피병/소주병/화장품용기),유리식기,크리스탈용기,렌지용 주방용기의 제조 판매",1993-01-06,12월,"이복영, 박준영, 안찬규",http://www.glasslock.co.kr,서울특별시
004060,KOSPI,SG세계물산,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업",1976-04-19,12월,이의범,http://www.sgsegye.com,서울특별시
001380,KOSPI,SG충방,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매",1976-06-29,12월,이의범,http://www.sgchoongbang.com,충청남도
002360,KOSPI,SH에너지화학,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",1985-12-23,12월,정케빈규봉,http://www.sh-enerchem.com,전라북도
009160,KOSPI,SIMPAC,특수 목적용 기계 제조업,"프레스,자동화장치,자동차부품 제조,도매",1989-07-29,12월,최진식,http://www.simpac.co.kr,인천광역시
